id,created_utc,anio,mes,sub,tipo,ticker,n_tickers,sha256_texto,reglas_v2,deepseek,mistral,claude,kimi,etiqueta_consenso,votos,etiqueta_final,fuente_etiqueta,pred_v1,pred_v2b
fg513ba,1580515705.0,2020,2,wallstreetbets,comments,UNH,1,be78bde1bb5a81fc314cd38a98744a66561d37fdfd3e2f765de3a667cc1011a2,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
jncz9s,1604419640.0,2020,11,wallstreetbets,submissions,DJT,1,3e266a99beca9a556961c3043d13c30f27649eb2859e26cd9228aff25490c06c,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,compra
gar3bk4,1604194147.0,2020,11,wallstreetbets,comments,AMZN,1,2ba022c5d22b47140f6211b58f3afdf6efc3b56236106b4473792cb559608548,venta,venta,venta,venta,neutral,venta,3.0,venta,mayoria_3de4,compra,compra
fgbkluu,1580663074.0,2020,2,stocks,comments,TSLA,1,d0f14a70fb8cedce633f7008a406dad62cbfe5ccae14ae8dd42a5205fa31789f,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
jmqr5u,1604334729.0,2020,11,wallstreetbets,submissions,AAPL,1,115bc4228302dc3cf130587784c06af05933c7c4ad5b7e14acb6755a97c78a94,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
eywsf2,1580849317.0,2020,2,stocks,submissions,AMZN,3,829732053f08b6291558d0e8c87b4cd7250230ac44795fdfd1274ce2737b1870,venta,neutral,neutral,neutral,venta,neutral,3.0,neutral,mayoria_3de4,compra,neutral
exqw1q,1580660962.0,2020,2,wallstreetbets,submissions,DIS,2,5709bd8ae1cb0cfc743c905bdf1af85972f3fe218e5cb407470894d3eb0652f5,venta,venta,venta,venta,compra,venta,3.0,venta,mayoria_3de4,compra,compra
jmqtuy,1604334953.0,2020,11,wallstreetbets,submissions,NIO,1,1ccceeb8115ca94229a113751d2d6b433cea6874c21536d626bb8bb19df8f32c,venta,venta,venta,neutral,neutral,venta,2.0,venta,pedro_adjudicacion,venta,venta
f0e3em,1581098042.0,2020,2,stocks,submissions,TSLA,1,3371f8c11e0b1f266b3362fe014793350f7e3845a03c833527afd5926424b0a4,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
fgfm52y,1580742392.0,2020,2,stocks,comments,TSLA,1,cffb2a8fb0a127963b7ae13a6ea581208a91b1c696211335dc12347d095217c2,venta,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,venta,venta
jmqw3k,1604335144.0,2020,11,wallstreetbets,submissions,NIO,1,4defb336890b712b5b1d4fcbd4ffa2a9ba97ed52f61265f069dafdf3188c20ca,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
fg6l1a5,1580570771.0,2020,2,stocks,comments,MSFT,1,dc6b12a0e90efd24c53b9a7f62a34fe6408f32fa6c5ccc9f8def73a3b4e6da8d,venta,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
fg50t7u,1580515512.0,2020,2,wallstreetbets,comments,DIS,1,f23413c00f1ab4ce646d3227d608f4e281d3541d26da7d27c23e9d925614791b,venta,venta,compra,compra,compra,compra,3.0,compra,mayoria_3de4,venta,venta
f2rvj7,1581517160.0,2020,2,stocks,submissions,TSLA,1,b1098ca1b82c7fe3066ff43e74e71964f3975f47dcf64403a029a06b0dd35f25,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
gar2lg3,1604193656.0,2020,11,wallstreetbets,comments,AMZN,1,b7d43f88728deeb68811c786de0b767f4d77b8fcdf90f78e84ceecde7abbf9c1,venta,compra,venta,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
ey0qjh,1580701071.0,2020,2,wallstreetbets,submissions,NIO,1,269b17cc5c3f92ad61a05010cb2f0b4f3bd28e749be43344aae7b8611c038b50,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
exb5xn,1580585047.0,2020,2,wallstreetbets,submissions,BABA,1,703fb241530af658d5dd64ef612a4ac7385341a4828ba58bf2010419154ff6a9,venta,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
excl1d,1580591041.0,2020,2,wallstreetbets,submissions,AMZN,1,32720f181ef1e8481624777124a3c5a3760c1c2ac1aa271c8a0c47d6dd748e22,venta,compra,compra,venta,venta,compra,2.0,venta,pedro_adjudicacion,venta,compra
gaqy0t7,1604190656.0,2020,11,wallstreetbets,comments,AMZN,1,e596132079d3bfb95db0760b9d58a6ed9f88e50d092dea2ca3eaa2f28b3f26ea,venta,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,venta,neutral
garn14b,1604209239.0,2020,11,wallstreetbets,comments,AMD,2,edc4bf77f8b9659df0254bbd1fb1b0a7f5df3c4e4a010ae8ddf7228609e19b52,venta,venta,venta,compra,compra,venta,2.0,compra,pedro_adjudicacion,venta,venta
fg5x9pa,1580542825.0,2020,2,wallstreetbets,comments,AAPL,2,0953a5a6f69e17a2fe378a3f258f804b43ded5824f235365664ea0250d7b3294,venta,compra,neutral,neutral,compra,compra,2.0,compra,pedro_adjudicacion,compra,compra
fgb0poy,1580657368.0,2020,2,stocks,comments,AMD,1,c029c523a277107f3a2f66c1c2b2c2d0b651d59cde78aaa6fe58ecd0cbafee7e,venta,neutral,compra,compra,venta,compra,2.0,venta,pedro_adjudicacion,compra,venta
n2b7a7,1619843495.0,2021,5,wallstreetbets,submissions,AMC,2,428c8b834f03333c35f44e0c775ff800d28d03c60610dda26d604ed29e1dd69b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ko2q5b,1609465658.0,2021,1,wallstreetbets,submissions,BABA,3,85c5f4b373d7081f2caf8800b112a66dd26baf785f3ab3e61290bb4399c8efc1,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n2e70g,1619857424.0,2021,5,wallstreetbets,submissions,COIN,1,cc6d97498fc1f449a316be25191d0f51a5805198e8f73e254eedf4292cabf230,compra,neutral,venta,venta,neutral,neutral,2.0,venta,pedro_adjudicacion,venta,venta
ghnolj3,1609460315.0,2021,1,wallstreetbets,comments,AMD,3,e44866d2af9317ecfb1fbf13d4eb878801bd972e3b4f6f90f9ff09a49d0f11eb,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kolwb6,1609544291.0,2021,1,wallstreetbets,submissions,WMT,1,440a8e4979c5e1fee8f938fb27d1032451c0651880e4b6a9ba27cb57182303fe,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
gwk90dy,1619889593.0,2021,5,stocks,comments,GME,1,375bf64c008ae05ce5ac51d7be455c0750d09b9e9d9f467954bbfa8d499b4ce0,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,neutral
ghouooi,1609492405.0,2021,1,stocks,comments,AAPL,1,b3591df342b16c77d13b5ef5aa95062174c7ef6567e465117efecc5341566ece,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
ko6fsc,1609481746.0,2021,1,wallstreetbets,submissions,PLTR,1,19e0f5526410ec9a1c7c8973a4777bdd2635abd2343f73b71d1326fc347d9482,compra,compra,compra,neutral,neutral,compra,2.0,compra,pedro_adjudicacion,compra,compra
gwhosd0,1619830034.0,2021,5,wallstreetbets,comments,GME,1,31df95dbacd471f22bc1efd81c63a129536d892c490e63aa8daf4036ad9490a5,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n983xv,1620661377.0,2021,5,stocks,submissions,AMD,1,d0f9beaabf80aa555e263a61be4b3a830b4617af7b0a0f3385ba108120187668,compra,compra,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
n6ucqi,1620378855.0,2021,5,stocks,submissions,AMC,2,a69d720590471343a69ada9c994f6f7e15c5cd3bf97899ebda8bc6120f59c2a2,compra,compra,compra,neutral,neutral,compra,2.0,neutral,pedro_adjudicacion,compra,compra
kp1mni,1609608907.0,2021,1,stocks,submissions,PLTR,1,9fe2bda5a999c800505298671b30d043b7ec25ca7133fd32e8903f5d98d27c0c,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gwipkbz,1619854769.0,2021,5,stocks,comments,AMC,1,0a8ea4f1e54182b12026b3306d10fa310b3e8b1122b38c2728ceb089b5092ccf,compra,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
n471go,1620075243.0,2021,5,stocks,submissions,AMD,1,1f1552f5a36f6dc556120c88b7548346a9cbd4f40e4f069fb707d2042c873a16,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghntzpc,1609463459.0,2021,1,wallstreetbets,comments,PLTR,2,1ba5a94a98887fc6fb160d7df23c3a0a6ed49ea07a6115b6637e0c53838baf99,compra,venta,compra,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
n376d8,1619964861.0,2021,5,wallstreetbets,submissions,AAPL,1,482c35477ab860f910fddc747f180140907e0109b314459aa0ef5f5aaad7b9a1,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghpr6ci,1609510949.0,2021,1,stocks,comments,PLTR,1,c0600f746d36af27225ec2ffe922ac80c123af3260da9ef03ef053375eaf9820,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,compra,compra
n5f1qq,1620218696.0,2021,5,stocks,submissions,GOOG,2,f17b0162fa66a6d61c53ac1696cb5ddf0087800c644ae4a45a07bc44c27e654f,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
kohzkm,1609531598.0,2021,1,wallstreetbets,submissions,BABA,1,8b69c9f3101cf4da3af21b936c655bfeea8b6eb53a5a01dfe85aa4a7a250d00b,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
koc2pd,1609511136.0,2021,1,wallstreetbets,submissions,GME,2,6a0fe477d3ae62261996a3abe20f70563b0171ebef6194e96935b9ff9aee79e8,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n2gt2m,1619869736.0,2021,5,wallstreetbets,submissions,GME,1,167239343788f01e506c08aa8292fa28d85edf048bcc0e8be69f4ec8657d8d54,compra,neutral,venta,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
n2xjvf,1619923897.0,2021,5,wallstreetbets,submissions,AMD,1,984727b82b114de79b30c3b8d4b958db3349151810469cdc026cf266143a8699,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n9lb1v,1620695651.0,2021,5,stocks,submissions,AMZN,2,0cdbb99d397f0636baf637429f9bd642236b9f8475df486d3a6d4504f40afb8d,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,compra
gwht4pt,1619832328.0,2021,5,wallstreetbets,comments,TSLA,1,ed86aeff80514fbfa1d3c628b166c38ad1df85a7262f87f020c5daff167b4a69,compra,venta,venta,venta,compra,venta,3.0,venta,mayoria_3de4,venta,venta
n30y0q,1619938388.0,2021,5,wallstreetbets,submissions,GME,1,c5325231d3dfebe7894223518d1520ff9c1d421bf95d4a8ac3bd1f9d21fdbad9,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
ghnqssj,1609461581.0,2021,1,wallstreetbets,comments,GME,1,4841d9de6344d43d0ef77cae6762a574f8ee4ed7063f49f6bef6a32006f6dbde,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n368l3,1619961541.0,2021,5,wallstreetbets,submissions,NOK,1,1da3cb39f88d01646d162d1135c4fcd58b6f87d660a48645e7e174ac6689f8cb,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
gwhlqaf,1619828459.0,2021,5,wallstreetbets,comments,GME,1,70dc98615b387fe9232dc274368726c85fb95a29871392b75cd73b0e6e7fb266,compra,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,neutral
gwhrlkx,1619831514.0,2021,5,wallstreetbets,comments,NOK,1,0241db0c523950f6ba0c3d2f4ce358576cc20efd71fd6188502d54461819f6c0,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,compra,compra
koeaom,1609519391.0,2021,1,wallstreetbets,submissions,NIO,1,686cf610e8b271787e2d1154c464ad8747e09ac2a156c7bb88b2e0f557180af2,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghnq5ig,1609461207.0,2021,1,stocks,comments,AMC,2,e49b024475bdbe0a8975b51dd3cde9f556255e15ec0f55130dd8153c86d998e7,compra,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,compra,neutral
gwj6148,1619870231.0,2021,5,stocks,comments,MSFT,1,b2ae63fae63c08ab3fc81a969bedad1606218250ad8be128a72124987bdc3ab8,compra,neutral,compra,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
n3bhll,1619976935.0,2021,5,wallstreetbets,submissions,MVIS,1,7b028584d60106ec20335e2b31edad4cf3a7439b12ecd5279baa94f1753ac5b5,compra,neutral,neutral,compra,compra,neutral,2.0,venta,pedro_adjudicacion,venta,venta
gwi3mb8,1619838160.0,2021,5,stocks,comments,PLTR,1,956c8fa8200bcbccb86428af41e1575e3016dfaba503512fc62252bb0bd375c4,compra,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,venta,venta
ghnvo6r,1609464464.0,2021,1,wallstreetbets,comments,PLTR,1,84d0988e58516b25e781614b8c3ee7622ae29c52a0e6ebaef75c1d1f897a30ee,compra,venta,venta,neutral,compra,venta,2.0,venta,pedro_adjudicacion,compra,compra
n97p4x,1620660606.0,2021,5,stocks,submissions,GME,1,faf7fb9fface5d00106bfa1bd83e2d008f92216c890f7cce02719972d0fae982,compra,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
kqah8v,1609772841.0,2021,1,stocks,submissions,NKLA,2,a9f600872329bea9c1a92d02c7a985a67b69d903f2f94387149ad59b4b3febc4,compra,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
n4oopc,1620135917.0,2021,5,stocks,submissions,AAPL,2,45e55d537125df8fc901cbbd2ffe59e843050cd7b5775f3c2f2301131981f859,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,venta
ghnpiu4,1609460846.0,2021,1,wallstreetbets,comments,GME,1,0f294f1fba83041475d912c62ce5af7d905bc37b182ba632a20391a88cfb2226,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n4td29,1620147508.0,2021,5,stocks,submissions,COIN,1,bedbaaf1a8f2bba2ca346ab22ab94f3b0468459a09372800ada0e4ec2d5b9373,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ko49w1,1609472207.0,2021,1,wallstreetbets,submissions,GME,1,7a84339483553511ee1d5561feaab59679ecc99943b2b9c1be60f5f21f52387e,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghntk6a,1609463202.0,2021,1,wallstreetbets,comments,PLTR,1,815c6997fa4c51712485e5e496dd52c093f5e14a6037974e19a24d246193a295,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n2vrlb,1619917195.0,2021,5,wallstreetbets,submissions,MVIS,1,4150f4062289a4c520b19500e341d3b480f132d66e2219d16b234424bd47a107,compra,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,compra
koexxz,1609521526.0,2021,1,wallstreetbets,submissions,AMC,1,a6214daaa02d134bfa2c12b76fc0ad9a33079c537601ff37285637e56cad6630,compra,compra,compra,compra,venta,compra,3.0,compra,mayoria_3de4,compra,venta
n70krq,1620399812.0,2021,5,stocks,submissions,BYND,1,4c545c984ac060dc8f43f4b26074f092c9cdc6bc58b5757716cc77eb9a217839,compra,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
koct6h,1609514107.0,2021,1,wallstreetbets,submissions,GME,1,0bf7dc75059d2b5c36b487ca165080b6616c1d7d5d1c2f69dc6b03243bcabfa3,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
n2hc7k,1619871882.0,2021,5,wallstreetbets,submissions,TSLA,1,3f65e0d710c7d928394a6221df4ee0b8a1c56f6631748c5e6b77fd2363675b98,compra,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
koe09z,1609518401.0,2021,1,wallstreetbets,submissions,PLTR,1,7ad6a34be26d134265addbcb4b0a11f20824851570821cb162565f11a9cedbe6,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ko9nw7,1609499556.0,2021,1,wallstreetbets,submissions,TSLA,1,9027972c789688c8bc4443ae5507d5b9e6b9c81b112676e5f54b19f5c966f269,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,compra
n2ry8h,1619904512.0,2021,5,wallstreetbets,submissions,GME,1,b8ff333cf049dc13978d368ab325c2c4e823d5c8048f175636aee7d414ef5a72,neutral,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
gho71ax,1609471812.0,2021,1,stocks,comments,NKLA,1,54c9ec5763644cada9ea1e4a0c0ee7aa29b42ab8a1d368fc0c03617c77159988,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,venta
kra410,1609887512.0,2021,1,stocks,submissions,TSLA,1,1e3be28e5555ff32623ad9d9b99ff6b897891a5619edee8732280ea0711a92ce,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,neutral
ghnwbct,1609464843.0,2021,1,wallstreetbets,comments,GME,1,c946754eb5f9e22ba8930af992dfe234aed67af29e4bb9e5a0fee258b3ee4ff1,neutral,neutral,neutral,compra,compra,neutral,2.0,venta,pedro_adjudicacion,neutral,neutral
gwhpvbd,1619830596.0,2021,5,wallstreetbets,comments,CLOV,4,41fe8421ba096fbef32a725de14535aa5cfe0befc47825c967b08b99c992f243,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gwhrq6c,1619831583.0,2021,5,stocks,comments,AAPL,1,44f61b788c8082a16860eaa1a84ab93b40a6f50a106b129506f355465f123510,neutral,venta,neutral,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,venta,venta
gwke35c,1619891691.0,2021,5,stocks,comments,GME,1,a5070bd36901bd363d00e410d77fc00525dd064587cbe392fa03f89ed717b858,neutral,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,neutral
gwi13t8,1619836710.0,2021,5,stocks,comments,PLTR,1,c3c85d3116f9a01c3e373fe80d33c49b1f2046b589c5d59b6a861bce01dccc7c,neutral,neutral,venta,compra,neutral,neutral,2.0,compra,pedro_adjudicacion,venta,venta
ghnqg4v,1609461379.0,2021,1,stocks,comments,PYPL,1,b055ca14a1d453ca6c679ee171b1464d3ef0746ec33a736c90daef9ddf99b314,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,neutral,compra
n4x1ba,1620159338.0,2021,5,stocks,submissions,HOOD,1,4d5b01d01e8a4cb40eddf76da4d2177ddaf508d8ae45c00cc1f7a997a1649eeb,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
n6r15v,1620364588.0,2021,5,stocks,submissions,PLTR,1,f49b974dce4963f01a3a03f44271f4acd8d7ee8ac61f9a9abe0e7a9331b77ab4,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,compra,neutral
gwizw2b,1619864901.0,2021,5,stocks,comments,PLTR,1,7e1e79091a01e057b4ad710bf13e8eb9b447c9f05ee3643c1373f873d7b1ee84,neutral,venta,venta,venta,venta,venta,4.0,venta,consenso_4de4,venta,compra
kpah55,1609636943.0,2021,1,stocks,submissions,NIO,1,a9aadc9cea81a839c5e3e43d7d2a3610166b37585f84a0aed12c77f4d4e99543,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
gwj9vbc,1619873036.0,2021,5,stocks,comments,BB,1,b6cbec1ac678c8a0533cd402eafe89eec782a74e52800d7e0cf22515777c4089,neutral,compra,neutral,compra,compra,compra,3.0,compra,mayoria_3de4,neutral,neutral
kogeqq,1609526458.0,2021,1,wallstreetbets,submissions,PLTR,1,152774142b2e0a2e5240abc381ffcccfd90d48c565e64b4e69683c50f83ac4ea,neutral,compra,neutral,neutral,compra,compra,2.0,neutral,pedro_adjudicacion,neutral,compra
gho9til,1609473773.0,2021,1,stocks,comments,AAPL,1,bd9171c6723b292ec73a94120a41f67890be1628651d6a7269aa4eea3e926ce6,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
kp1mk9,1609608898.0,2021,1,stocks,submissions,NIO,1,3857d35dfb9455419bc92baca4a27c63e5ca1e4fdbb9ee672c7f8ad96329aa9b,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gwhq9jy,1619830807.0,2021,5,wallstreetbets,comments,AMD,1,316d603a380c683fdfce7f2ac1e8bbf4041a8beed325fb9b9f2f64731f71b3da,neutral,compra,venta,compra,compra,compra,3.0,compra,mayoria_3de4,venta,venta
gwhjr9w,1619827454.0,2021,5,stocks,comments,AAPL,1,df914b6cf2b1cca41a6f1c8c9c8060a0ec3476c789437b3948f69327f7cff202,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghpgi8n,1609505390.0,2021,1,stocks,comments,AMZN,1,6d8cb6d4ee40353d46de3d5d79ba85d4cec688acf225817775b6316de6c18981,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,neutral,compra
ghpcvyf,1609503503.0,2021,1,stocks,comments,NVDA,1,a2b26504264d2464b77ec86a9173cd0025aa80d0eae4343c0fa6dca661b79ca9,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
ghnpgqx,1609460813.0,2021,1,wallstreetbets,comments,BABA,1,c55c00c534909abfd34a4cd2380080fbad4dff62c66f4720b133150bedc3a953,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,neutral,compra
gwhjve8,1619827510.0,2021,5,wallstreetbets,comments,CLOV,1,fe5b772446ffd48fdcc2a5a791a21a5515ca703151ae324d974a352df9a16f07,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kog3ng,1609525432.0,2021,1,wallstreetbets,submissions,GME,1,fe3d31e79f7041dac88d9a2a0fbf6d1f414b943b4af7607c17967906505645f5,neutral,neutral,compra,compra,neutral,neutral,2.0,compra,pedro_adjudicacion,neutral,neutral
n9anag,1620667309.0,2021,5,stocks,submissions,TLRY,1,7f26d6db704892738c045f09baabb20802002d28a013cad4f8c281c6ae93dfbf,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
ghojkl9,1609481315.0,2021,1,stocks,comments,AAPL,1,64b8c635b58e9e4f00d3cf97670b93ee3dc249949de5fb136748414263815764,neutral,neutral,compra,neutral,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,compra
n4z7hb,1620164713.0,2021,5,stocks,submissions,GME,1,91bcf16c0068090ca6ef467d24db58ff83800601f64d68b3c360881fd731e420,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
n38m3f,1619969079.0,2021,5,wallstreetbets,submissions,GME,1,16114564470a651c4346c6a011991a3ac51b573b5333279f0153660ab63a23d0,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kr6rkj,1609877889.0,2021,1,stocks,submissions,SPCE,1,ad601df1e49284b23620fc6bbe7d66a1c4258839490d859611811cad4f4babb4,neutral,neutral,neutral,compra,neutral,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
krikri,1609916244.0,2021,1,stocks,submissions,NIO,1,2852ee853594a6112679886d09df35405981d9a82d03012ad29b6a2f6176f043,neutral,neutral,neutral,neutral,compra,neutral,3.0,neutral,mayoria_3de4,neutral,neutral
gwhkpb2,1619827933.0,2021,5,wallstreetbets,comments,COIN,1,2c07505621d61c6dcbb27801690bf32a994053f618cf14aca0d236354b6b5e1f,neutral,compra,compra,compra,compra,compra,4.0,compra,consenso_4de4,compra,compra
kreavc,1609900523.0,2021,1,stocks,submissions,MSFT,1,fe1c2702cb4cafaf23baa268b59092a496bc537e99941f908808df388aff7781,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gho52ph,1609470444.0,2021,1,stocks,comments,PLTR,1,a1126f79221261b41a765bea26fcfca07bd9205f1242ff94e34c444569860b25,neutral,neutral,compra,neutral,compra,neutral,2.0,compra,pedro_adjudicacion,compra,compra
ghpw94x,1609513286.0,2021,1,stocks,comments,NIO,2,5cd9edc52505c1863ef809053d3c9b4752e694f40c57a657c5a73a62a8b4570d,neutral,neutral,neutral,neutral,neutral,neutral,4.0,neutral,consenso_4de4,neutral,neutral
gwho9ue,1619829767.0,2021,5,wallstreetbets,comments,GME,1,de9132d919fb62c187b87aedf436b1121c00c2a8d244d453b3f61161949aeaa0,neutral,venta,neutral,venta,venta,venta,3.0,venta,mayoria_3de4,compra,neutral
